,class,layer,tile,decoding_accuracy_delta,ablation_impact,cka,procrustes,pwcca,mean_sq_cca_corr,mean_cca_corr
365,snail,conv_2,13,0.009811293029551804,4.94,0.00043123960494995117,0.0003066062927246094,5.991545829420186e-05,0.9978544304977357,0.9979272127320258
366,snail,conv_2,14,0.05696331606954841,5.14,0.0010785460472106934,0.0007407665252685547,6.089090381611317e-05,0.9978520651203328,0.9979260299232703
367,snail,conv_2,15,0.047581812642742805,23.48,0.01301872730255127,0.004204273223876953,6.213584137626516e-05,0.9978491785230623,0.9979245863165799
368,snail,conv_3,0,0.15030502849919603,0.28,0.0023253560066223145,0.0006346702575683594,0.00016972826644978678,0.9975338704606451,0.997766894556301
369,snail,conv_3,1,0.07311487640845726,0.38,0.00175553560256958,0.000804901123046875,0.00017169812629880266,0.9975286520954003,0.9977642844564186
370,snail,conv_3,2,0.04148745995192715,0.56,0.0019795894622802734,0.0009684562683105469,0.0001727684189334333,0.9975260562042669,0.9977629861117996
371,snail,conv_3,3,-0.007179335423970312,0.54,0.002886533737182617,0.0015552043914794922,0.0001734344750555783,0.9975249054446151,0.9977624105896492
372,snail,conv_3,4,-0.011071852234184276,1.04,4.279613494873047e-05,4.982948303222656e-05,0.0001668110165532477,0.9975419752660387,0.9977709483924551
373,snail,conv_3,5,-0.04492991794549761,6.52,0.00020682811737060547,0.0001671314239501953,0.00016944209508551467,0.9975345726115312,0.9977672457235617
374,snail,conv_3,6,-0.0348268826150252,0.56,0.0003795623779296875,0.00026345252990722656,0.0001710445137800276,0.9975304139273414,0.997765165695118
375,snail,conv_3,7,-0.1022684793884644,0.22,0.000984489917755127,0.0005235671997070312,0.00017269497938476874,0.9975264832683323,0.9977631997491123
376,snail,conv_3,8,-0.048422116594280196,2.64,3.266334533691406e-05,3.409385681152344e-05,0.00016642572546576861,0.997543085251476,0.9977715035939779
377,snail,conv_3,9,-0.07869688638407935,11.58,0.00014001131057739258,0.00012922286987304688,0.00016871136786333896,0.9975366397783251,0.9977682796850579
378,snail,conv_3,10,-0.05163597168909362,5.78,0.0003178715705871582,0.0002372264862060547,0.0001706790651623269,0.9975314617522918,0.9977656898034751
379,snail,conv_3,11,-0.030819679294486146,1.34,0.0008453130722045898,0.0004773139953613281,0.00017258573538680988,0.997526705036483,0.9977633106680751
380,snail,conv_3,12,0.038877321840839585,7.24,0.00029021501541137695,0.00019407272338867188,0.00016793301835393848,0.9975389352733909,0.9977694278743154
381,snail,conv_3,13,0.02595673312575364,12.58,0.00047278404235839844,0.0003261566162109375,0.00017001274814154588,0.9975333339548944,0.997766626246371
382,snail,conv_3,14,0.042529048961275184,34.22,0.0008869767189025879,0.0006036758422851562,0.00017193594779552068,0.9975282851256412,0.9977641009842225
383,snail,conv_3,15,0.06306016046823071,32.42,0.003273606300354004,0.0015442371368408203,0.0001734378863120778,0.9975247644175153,0.9977623400326163
384,snail,conv_4,0,0.071433633278849,0.56,0.0008566379547119141,0.00039386749267578125,0.000107038500462453,0.9977119425015345,0.9978559563932652
385,snail,conv_4,1,0.056463439553432804,1.38,0.00105971097946167,0.0005450248718261719,0.00010842406379940606,0.997708184999379,0.9978540772238708
386,snail,conv_4,2,0.019585491152864565,0.04,0.0011712908744812012,0.0006732940673828125,0.00010906878780625462,0.9977066116747628,0.9978532903907007
387,snail,conv_4,3,0.07078050942360292,0.0,0.003405928611755371,0.0017086267471313477,0.00010923345703228726,0.9977065652099586,0.9978532671185341
388,snail,conv_4,4,-0.0754987583641703,0.98,6.246566772460938e-05,5.6743621826171875e-05,0.00010537021718048933,0.9977165018067925,0.9978582365474653
